	TF	TG
64911	FOXI1	FOXJ3
64912	FOXI1	FOXP2
64913	FOXI1	FUT8
64914	FOXI1	GABRE
64915	FOXI1	GAL3ST4
64916	FOXI1	GFRA1
64917	FOXI1	GNAO1
64918	FOXI1	GOLGA1
64919	FOXI1	GPR142
64920	FOXI1	GPRC5C
64921	FOXI1	GRB7
64922	FOXI1	GRIK2
64923	FOXI1	GRM3
64924	FOXI1	HESX1
64925	FOXI1	HMP19
64926	FOXI1	HOXA10
64927	FOXI1	HOXA11
64928	FOXI1	HOXB3
64929	FOXI1	HOXB8
64930	FOXI1	HOXC4
64931	FOXI1	HTR1B
64932	FOXI1	ICK
64933	FOXI1	ID1
64934	FOXI1	ID2
64935	FOXI1	IFNA10
64936	FOXI1	IFNA17
64937	FOXI1	IFNA8
64938	FOXI1	INMT
64939	FOXI1	IQGAP2
64940	FOXI1	IRS4
64941	FOXI1	ITGA3
64942	FOXI1	KAT6B
64943	FOXI1	KCTD15
64944	FOXI1	KLF12
64945	FOXI1	KLF7
64946	FOXI1	KRTAP17-1
64947	FOXI1	LGI1
64948	FOXI1	LHX3
64949	FOXI1	LTA
64950	FOXI1	MAF
64951	FOXI1	MAP2K5
64952	FOXI1	MCC
64953	FOXI1	MEF2C
64954	FOXI1	MID1
64955	FOXI1	MSI2
64956	FOXI1	MYL1
64957	FOXI1	NAV3
64958	FOXI1	NCAM1
64959	FOXI1	NEDD4
64960	FOXI1	NEUROD2
64961	FOXI1	NFIA
64962	FOXI1	NIM1K
64963	FOXI1	NIN
64964	FOXI1	NIPBL
64965	FOXI1	NKD1
64966	FOXI1	NMNAT2
64967	FOXI1	NOVA1
64968	FOXI1	NR3C2
64969	FOXI1	NR4A3
64970	FOXI1	OMD
64971	FOXI1	ORC4
64972	FOXI1	OTX2
64973	FOXI1	PAIP2
64974	FOXI1	PALMD
64975	FOXI1	PARP8
64976	FOXI1	PCDH17
64977	FOXI1	PHTF2
64978	FOXI1	PIK3C2A
64979	FOXI1	PLAG1
64980	FOXI1	PNMA1
64981	FOXI1	PPP1CB
64982	FOXI1	PRDM1
64983	FOXI1	PRKAG1
64984	FOXI1	PRRC2A
64985	FOXI1	PRX
64986	FOXI1	NECTIN1
64987	FOXI1	QRICH1
64988	FOXI1	RAB3IP
64989	FOXI1	RAD21
64990	FOXI1	RBP2
64991	FOXI1	RBP3
64992	FOXI1	REEP4
64993	FOXI1	REPS2
64994	FOXI1	REST
64995	FOXI1	RGAG1
64996	FOXI1	RGMA
64997	FOXI1	RGS22
64998	FOXI1	RPS6KB1
64999	FOXI1	RUNX2
65000	FOXI1	SCAMP1
65001	FOXI1	SCG3
65002	FOXI1	SCML1
65003	FOXI1	SCUBE3
65004	FOXI1	SGK1
65005	FOXI1	SHOX2
65006	FOXI1	SIX5
65007	FOXI1	SLC10A7
65008	FOXI1	SLC35C2
65009	FOXI1	SLC39A8
65010	FOXI1	SLC44A1
65011	FOXI1	SLIT3
65012	FOXI1	SLITRK6
65013	FOXI1	SMARCA2
65014	FOXI1	SOX15
65015	FOXI1	SSH3
65016	FOXI1	STOML2
65017	FOXI1	SYNRG
65018	FOXI1	SYT6
65019	FOXI1	TBX4
65020	FOXI1	TCF7L2
65021	FOXI1	TJP1
65022	FOXI1	TLE3
65023	FOXI1	TMEM209
65024	FOXI1	TNF
65025	FOXI1	TNFSF15
65026	FOXI1	TOB1
65027	FOXI1	TSPAN17
65028	FOXI1	TWIST1
65029	FOXI1	TWIST2
65030	FOXI1	TYRO3
65031	FOXI1	UBAP2L
65032	FOXI1	UBE2H
65033	FOXI1	UBR1
65034	FOXI1	UBXN10
65035	FOXI1	VASN
65036	FOXI1	VGLL3
65037	FOXI1	WDR44
65038	FOXI1	WNT5A
65039	FOXI1	ZBTB37
65040	FOXI1	ZHX2
65041	FOXI1	ZMYND8
65042	FOXJ1	ASIC1
65043	FOXJ1	ADAM11
65044	FOXJ1	ADAMTS14
65045	FOXJ1	ANGPT2
65046	FOXJ1	ANGPTL1
65047	FOXJ1	ANKRD11
65048	FOXJ1	ARHGAP30
65049	FOXJ1	ARHGEF2
65050	FOXJ1	ARID1B
65051	FOXJ1	ARPP21
65052	FOXJ1	ASXL1
65053	FOXJ1	ATF7IP
65054	FOXJ1	ATOH1
65055	FOXJ1	ATOH8
65056	FOXJ1	ATP2A2
65057	FOXJ1	BCL11B
65058	FOXJ1	BCL6
65059	FOXJ1	BCOR
65060	FOXJ1	BDH1
65061	FOXJ1	BDNF
65062	FOXJ1	BLID
65063	FOXJ1	BMP7
65064	FOXJ1	BOK
65065	FOXJ1	BUB3
65066	FOXJ1	EMSY
65067	FOXJ1	ELMSAN1
65068	FOXJ1	SYNE4
65069	FOXJ1	C1QTNF3
65070	FOXJ1	C1QTNF6
65071	FOXJ1	PRR34
65072	FOXJ1	NREP
65073	FOXJ1	CREBRF
65074	FOXJ1	CADM1
65075	FOXJ1	CADM2
65076	FOXJ1	CALD1
65077	FOXJ1	CAST
65078	FOXJ1	CD36
65079	FOXJ1	CD68
65080	FOXJ1	CDH10
65081	FOXJ1	CDK11A
65082	FOXJ1	CDK11B
65083	FOXJ1	CHN2
65084	FOXJ1	CLN5
65085	FOXJ1	CLVS1
65086	FOXJ1	CNBP
65087	FOXJ1	CNPPD1
65088	FOXJ1	CNTNAP4
65089	FOXJ1	CPEB3
65090	FOXJ1	CPNE1
65091	FOXJ1	CRH
65092	FOXJ1	CRIM1
65093	FOXJ1	CRY2
65094	FOXJ1	CSMD3
65095	FOXJ1	CTDSPL2
65096	FOXJ1	TMEM257
65097	FOXJ1	CXXC5
65098	FOXJ1	CYR61
65099	FOXJ1	DMD
65100	FOXJ1	DNAJB12
65101	FOXJ1	DOCK3
65102	FOXJ1	DTNA
65103	FOXJ1	DUSP1
65104	FOXJ1	EFNA1
65105	FOXJ1	EGR2
65106	FOXJ1	EIF4G1
65107	FOXJ1	ELOVL6
65108	FOXJ1	ENPP2
65109	FOXJ1	EPB41L3
65110	FOXJ1	EPHB1
65111	FOXJ1	EVL
65112	FOXJ1	FAM134A
65113	FOXJ1	FAM49A
65114	FOXJ1	FAM63A
65115	FOXJ1	FBXL22
65116	FOXJ1	FEZF2
65117	FOXJ1	FGF13
65118	FOXJ1	FGF17
65119	FOXJ1	FLRT3
65120	FOXJ1	FOSB
65121	FOXJ1	FOXA2
65122	FOXJ1	FOXJ3
65123	FOXJ1	FOXP2
65124	FOXJ1	FSTL1
65125	FOXJ1	FUT11
65126	FOXJ1	GATA6
65127	FOXJ1	GFRA1
65128	FOXJ1	GNL2
65129	FOXJ1	GOLGA1
65130	FOXJ1	GPR142
65131	FOXJ1	GPR85
65132	FOXJ1	GPX1
65133	FOXJ1	GRB7
65134	FOXJ1	GRHL1
65135	FOXJ1	GRIK2
65136	FOXJ1	GRIK3
65137	FOXJ1	GSC
65138	FOXJ1	GSX1
65139	FOXJ1	H2AFV
65140	FOXJ1	HESX1
65141	FOXJ1	HMCN1
65142	FOXJ1	HMGN2
65143	FOXJ1	HMP19
65144	FOXJ1	HOXA10
65145	FOXJ1	HOXA11
65146	FOXJ1	HOXA6
65147	FOXJ1	HOXA9
65148	FOXJ1	HOXB4
65149	FOXJ1	HOXB8
65150	FOXJ1	HOXC12
65151	FOXJ1	HSF2
65152	FOXJ1	HSPA2
65153	FOXJ1	HTR1B
65154	FOXJ1	ICK
65155	FOXJ1	ID2
65156	FOXJ1	ID4
65157	FOXJ1	IDH1
65158	FOXJ1	IKZF3
65159	FOXJ1	IMPDH1
65160	FOXJ1	ING3
65161	FOXJ1	INMT
65162	FOXJ1	INPP5K
65163	FOXJ1	INSM1
65164	FOXJ1	IQGAP3
65165	FOXJ1	IRF4
65166	FOXJ1	IRS1
65167	FOXJ1	IRS4
65168	FOXJ1	ITGA3
65169	FOXJ1	ITGBL1
65170	FOXJ1	KCNH6
65171	FOXJ1	KCNQ5
65172	FOXJ1	KLF12
65173	FOXJ1	KLF3
65174	FOXJ1	KLF7
65175	FOXJ1	KLHL3
65176	FOXJ1	KRTAP11-1
65177	FOXJ1	KRTAP17-1
65178	FOXJ1	LGI1
65179	FOXJ1	LHX9
65180	FOXJ1	LIN37
65181	FOXJ1	LRRC3B
65182	FOXJ1	MAB21L2
65183	FOXJ1	MAFF
65184	FOXJ1	MAML2
65185	FOXJ1	MAP3K3
65186	FOXJ1	MARCH5
65187	FOXJ1	MBOAT2
65188	FOXJ1	MCC
65189	FOXJ1	MEF2C
65190	FOXJ1	MGLL
65191	FOXJ1	MITF
65192	FOXJ1	MSI2
65193	FOXJ1	MYL1
65194	FOXJ1	MYLIP
65195	FOXJ1	NALCN
65196	FOXJ1	NAV3
65197	FOXJ1	NCAM1
65198	FOXJ1	NCOA5
65199	FOXJ1	NDRG1
65200	FOXJ1	NEDD4
65201	FOXJ1	NEO1
65202	FOXJ1	NFE2L3
65203	FOXJ1	NFIX
65204	FOXJ1	NIPBL
65205	FOXJ1	NKAPP1
65206	FOXJ1	NKD1
65207	FOXJ1	NLGN3
65208	FOXJ1	NMNAT2
65209	FOXJ1	NR2F2
65210	FOXJ1	NR4A3
65211	FOXJ1	NRK
65212	FOXJ1	NRXN3
65213	FOXJ1	NTN1
65214	FOXJ1	NUDT11
65215	FOXJ1	ODAM
65216	FOXJ1	ODF3L1
65217	FOXJ1	OMG
65218	FOXJ1	OTX2
65219	FOXJ1	P2RY10
65220	FOXJ1	PAIP2
65221	FOXJ1	PALMD
65222	FOXJ1	PAPD5
65223	FOXJ1	PAQR9
65224	FOXJ1	PBX1
65225	FOXJ1	PDCD4
65226	FOXJ1	PGM2
65227	FOXJ1	PHEX
65228	FOXJ1	PIK3C2A
65229	FOXJ1	PMCH
65230	FOXJ1	PLPP3
65231	FOXJ1	PPARGC1A
65232	FOXJ1	PPP1CB
65233	FOXJ1	PPP1R2P3
65234	FOXJ1	PRDM1
65235	FOXJ1	PRX
65236	FOXJ1	PURA
65237	FOXJ1	RAD21
65238	FOXJ1	RALGPS2
65239	FOXJ1	RBFOX1
65240	FOXJ1	RBM39
65241	FOXJ1	RBP3
65242	FOXJ1	REEP4
65243	FOXJ1	REPS2
65244	FOXJ1	RGAG1
65245	FOXJ1	RGL2
65246	FOXJ1	RPS6KB1
65247	FOXJ1	SCG3
65248	FOXJ1	SCN2A
65249	FOXJ1	SCRG1
65250	FOXJ1	SDK2
65251	FOXJ1	SEMA3A
65252	FOXJ1	SGK1
65253	FOXJ1	SIM1
65254	FOXJ1	SIN3A
65255	FOXJ1	SLC10A7
65256	FOXJ1	SLC39A8
65257	FOXJ1	SLC44A1
65258	FOXJ1	SLIT3
65259	FOXJ1	SMARCA2
65260	FOXJ1	SNCAIP
65261	FOXJ1	SNTB2
65262	FOXJ1	SOX1
65263	FOXJ1	SOX3
65264	FOXJ1	SPATA18
65265	FOXJ1	SPON1
65266	FOXJ1	STAG2
65267	FOXJ1	STAP1
65268	FOXJ1	STARD13
65269	FOXJ1	STX16
65270	FOXJ1	STX5
65271	FOXJ1	SYTL2
65272	FOXJ1	TACSTD2
65273	FOXJ1	TBCC
65274	FOXJ1	TBX3
65275	FOXJ1	TCF4
65276	FOXJ1	TCF7L2
65277	FOXJ1	TFEC
65278	FOXJ1	TJP1
65279	FOXJ1	TLE3
65280	FOXJ1	TP63
65281	FOXJ1	TPI1P2
65282	FOXJ1	TRIM8
65283	FOXJ1	TSPAN13
65284	FOXJ1	TSSK2
65285	FOXJ1	UBE3A
65286	FOXJ1	UNC13D
65287	FOXJ1	VASN
65288	FOXJ1	WFDC10A
65289	FOXJ1	WFDC9
65290	FOXJ1	WNT5A
65291	FOXJ1	ZBTB37
65292	FOXJ1	ZHX2
65293	FOXJ1	ZIC3
65294	FOXJ1	ZMYND8
65295	HIF1A	ABCB6
65296	HIF1A	ABCB9
65297	HIF1A	ACAD11
65298	HIF1A	ACBD5
65299	HIF1A	ACOX1
65300	HIF1A	ACTL7A
65301	HIF1A	ACTL7B
65302	HIF1A	ACTR1B
65303	HIF1A	ACYP1
65304	HIF1A	ADAMTS1
65305	HIF1A	ADAMTS9
65306	HIF1A	ADAR
65307	HIF1A	ADAT2
65308	HIF1A	ADD3
65309	HIF1A	ADORA2B
65310	HIF1A	ADPRHL1
65311	HIF1A	ADPRHL2
65312	HIF1A	ADSSL1
65313	HIF1A	AGGF1
65314	HIF1A	AGPAT2
65315	HIF1A	AGRP
65316	HIF1A	AHSA1
65317	HIF1A	AK2
65318	HIF1A	AKAP10
65319	HIF1A	AKT1S1
65320	HIF1A	ALAS2
65321	HIF1A	ALDH16A1
65322	HIF1A	ALDOA
65323	HIF1A	ALG3
65324	HIF1A	ALKBH5
65325	HIF1A	CARF
65326	HIF1A	ANAPC16
65327	HIF1A	ANGPTL4
65328	HIF1A	ANGPTL6
65329	HIF1A	ANKRD26
65330	HIF1A	ANKRD37
65331	HIF1A	ANKZF1
65332	HIF1A	ANXA4
65333	HIF1A	AOX1
65334	HIF1A	APBA3
65335	HIF1A	APBB3
65336	HIF1A	APOLD1
65337	HIF1A	AQP1
65338	HIF1A	ARF6
65339	HIF1A	ARG1
65340	HIF1A	ARHGAP18
65341	HIF1A	ARHGAP5
65342	HIF1A	ARID1B
65343	HIF1A	ARL16
65344	HIF1A	ARL4A
65345	HIF1A	ARL4D
65346	HIF1A	ARL6
65347	HIF1A	ARL6IP4
65348	HIF1A	ARRDC2
65349	HIF1A	AARSD1
65350	HIF1A	ASCC1
65351	HIF1A	ASPH
65352	HIF1A	ATAT1
65353	HIF1A	ATG2B
65354	HIF1A	ATG4B
65355	HIF1A	ATG9A
65356	HIF1A	ATP5O
65357	HIF1A	ATP6V0D1
65358	HIF1A	ATPIF1
65359	HIF1A	AUH
65360	HIF1A	AURKA
65361	HIF1A	BCAT1
65362	HIF1A	BCKDHA
65363	HIF1A	BCL2L2
65364	HIF1A	BDKRB1
65365	HIF1A	BDKRB2
65366	HIF1A	BHLHE40
65367	HIF1A	BHLHE41
65368	HIF1A	ABI2
65369	HIF1A	BIRC3
65370	HIF1A	BNIP3L
65371	HIF1A	BRK1
65372	HIF1A	BSCL2
65373	HIF1A	BSG
65374	HIF1A	C10orf10
65375	HIF1A	C10orf11
65376	HIF1A	SKIDA1
65377	HIF1A	R3HCC1L
65378	HIF1A	EMSY
65379	HIF1A	ASUN
65380	HIF1A	FAM216A
65381	HIF1A	VIPAS39
65382	HIF1A	C17orf100
65383	HIF1A	C17orf62
65384	HIF1A	FAM210A
65385	HIF1A	TIMM21
65386	HIF1A	TYMSOS
65387	HIF1A	TPGS1
65388	HIF1A	KXD1
65389	HIF1A	C19orf70
65390	HIF1A	C1orf27
65391	HIF1A	CIART
65392	HIF1A	C1orf54
65393	HIF1A	C2CD3
65394	HIF1A	C2orf42
65395	HIF1A	FANCD2OS
65396	HIF1A	C4orf3
65397	HIF1A	C4orf47
65398	HIF1A	NREP
65399	HIF1A	ANXA2R
65400	HIF1A	TBC1D32
65401	HIF1A	C6orf223
65402	HIF1A	HILPDA
65403	HIF1A	C8A
65404	HIF1A	C8orf58
65405	HIF1A	ARHGEF39
65406	HIF1A	TRMO
65407	HIF1A	C9orf172
65408	HIF1A	FAM219A
65409	HIF1A	MSANTD3
65410	HIF1A	CA9
65411	HIF1A	CANX
65412	HIF1A	CAPG
65413	HIF1A	CAPRIN1
65414	HIF1A	CARHSP1
65415	HIF1A	CARNS1
65416	HIF1A	CARS2
65417	HIF1A	CASC3
65418	HIF1A	CCDC34
65419	HIF1A	CCDC58
65420	HIF1A	GPATCH11
65421	HIF1A	CCDC97
65422	HIF1A	CCL20
65423	HIF1A	CCNG2
65424	HIF1A	CCNI
65425	HIF1A	NOCT
65426	HIF1A	CD68
65427	HIF1A	CDC27
65428	HIF1A	CDC34
65429	HIF1A	CDK7
65430	HIF1A	CEACAM5
65431	HIF1A	CECR5
65432	HIF1A	CEP250
65433	HIF1A	CGGBP1
65434	HIF1A	CHCHD1
65435	HIF1A	CHCHD6
65436	HIF1A	CHD1L
65437	HIF1A	CHD3
65438	HIF1A	CHD6
65439	HIF1A	CHRNB1
65440	HIF1A	CHST15
65441	HIF1A	CHSY1
65442	HIF1A	CISD1
65443	HIF1A	CISD2
65444	HIF1A	CLCN2
65445	HIF1A	CLPB
65446	HIF1A	CNBD1
65447	HIF1A	COQ7
65448	HIF1A	CORIN
65449	HIF1A	COX2
65450	HIF1A	CP
65451	HIF1A	CRKL
65452	HIF1A	CSTB
65453	HIF1A	CSTF1
65454	HIF1A	CSTF2T
65455	HIF1A	CTDP1
65456	HIF1A	CXCL16
65457	HIF1A	CYCS
65458	HIF1A	CYP26A1
65459	HIF1A	CYP27B1
65460	HIF1A	DACH2
65461	HIF1A	DARS
65462	HIF1A	DCAF11
65463	HIF1A	DCAF13
65464	HIF1A	DCTD
65465	HIF1A	DCUN1D2
65466	HIF1A	DDIT4
65467	HIF1A	DDX18
65468	HIF1A	DDX21
65469	HIF1A	DDX31
65470	HIF1A	DDX41
65471	HIF1A	DDX50
65472	HIF1A	DENND1A
65473	HIF1A	DENND5A
65474	HIF1A	DHCR7
65475	HIF1A	DHX40
65476	HIF1A	ADK
65477	HIF1A	DMXL1
65478	HIF1A	DNAI1
65479	HIF1A	DNAJB2
65480	HIF1A	DNAJB9
65481	HIF1A	DNAJC8
65482	HIF1A	DOK3
65483	HIF1A	DPCD
65484	HIF1A	DPY30
65485	HIF1A	DSP
65486	HIF1A	DTNA
65487	HIF1A	DTWD2
65488	HIF1A	DUS3L
65489	HIF1A	DUSP3
65490	HIF1A	DYNLL1
65491	HIF1A	ECE2
65492	HIF1A	EFNA1
65493	HIF1A	EFNA3
65494	HIF1A	EGFL7
65495	HIF1A	EGLN3
65496	HIF1A	EHD2
65497	HIF1A	EID1
65498	HIF1A	EIF3D
65499	HIF1A	EIF4A1
65500	HIF1A	ELK1
65501	HIF1A	ELL
65502	HIF1A	ENKUR
65503	HIF1A	ENO1
65504	HIF1A	ENO2
65505	HIF1A	EPHB6
65506	HIF1A	ERBB3
65507	HIF1A	ESCO1
65508	HIF1A	EXOC5
65509	HIF1A	EXOSC5
65510	HIF1A	F10
65511	HIF1A	FAHD1
65512	HIF1A	FAM127A
65513	HIF1A	FAM129B
65514	HIF1A	FAM131C
65515	HIF1A	FAM13A
65516	HIF1A	FAM162A
65517	HIF1A	FAM174A
65518	HIF1A	FAM189A1
65519	HIF1A	FAM193B
65520	HIF1A	FAM57A
65521	HIF1A	FAM69B
65522	HIF1A	FANCM
65523	HIF1A	FASTKD2
65524	HIF1A	FBL
65525	HIF1A	FBXO15
65526	HIF1A	FBXO17
65527	HIF1A	FDX1L
65528	HIF1A	FGF11
65529	HIF1A	FGF22
65530	HIF1A	FGFR1OP2
65531	HIF1A	FKBP14
65532	HIF1A	FKBP15
65533	HIF1A	FKBP3
65534	HIF1A	FNTB
65535	HIF1A	FOXM1
65536	HIF1A	FSTL4
65537	HIF1A	FTSJ1
65538	HIF1A	FUT11
65539	HIF1A	FZD5
65540	HIF1A	GADD45GIP1
65541	HIF1A	GALNT18
65542	HIF1A	AGAP1
65543	HIF1A	GAPDH
65544	HIF1A	GBE1
65545	HIF1A	GDF15
65546	HIF1A	GEMIN7
65547	HIF1A	GLRX
65548	HIF1A	GLTPD2
65549	HIF1A	GLTSCR2
65550	HIF1A	GNA15
65551	HIF1A	GNAI3
65552	HIF1A	GNAQ
65553	HIF1A	GNG3
65554	HIF1A	GOLGA1
65555	HIF1A	GOLT1B
65556	HIF1A	AGPAT1
65557	HIF1A	GPATCH1
65558	HIF1A	GPD1L
65559	HIF1A	GPI
65560	HIF1A	GPN3
65561	HIF1A	GPR61
65562	HIF1A	GPT2
65563	HIF1A	GRPEL1
65564	HIF1A	GRTP1
65565	HIF1A	GTF2H1
65566	HIF1A	GTF3C4
65567	HIF1A	GTSE1
65568	HIF1A	GYS1
65569	HIF1A	GZMM
65570	HIF1A	H2AFJ
65571	HIF1A	HAGH
65572	HIF1A	HAUS6
65573	HIF1A	HCN2
65574	HIF1A	HDAC11
65575	HIF1A	HEATR5B
65576	HIF1A	HECTD1
65577	HIF1A	HECW1
65578	HIF1A	HEXA
65579	HIF1A	HGS
65580	HIF1A	HIST3H2A
65581	HIF1A	HIST3H2BB
65582	HIF1A	HIST4H4
65583	HIF1A	HK2
65584	HIF1A	HLA-G
65585	HIF1A	HMGCL
65586	HIF1A	HMMR
65587	HIF1A	HMOX1
65588	HIF1A	HNF1B
65589	HIF1A	HNRNPL
65590	HIF1A	HNRNPUL1
65591	HIF1A	HOOK2
65592	HIF1A	HORMAD2
65593	HIF1A	HPN
65594	HIF1A	HPS5
65595	HIF1A	HSD11B1L
65596	HIF1A	HSF4
65597	HIF1A	HSP90B1
65598	HIF1A	HSPA4
65599	HIF1A	HSPA9
65600	HIF1A	IKBKAP
65601	HIF1A	IMP3
65602	HIF1A	ING1
65603	HIF1A	ING2
65604	HIF1A	INHA
65605	HIF1A	INO80D
65606	HIF1A	INSIG1
65607	HIF1A	INSIG2
65608	HIF1A	IP6K1
65609	HIF1A	IPMK
65610	HIF1A	IQCG
65611	HIF1A	IRF2BP2
65612	HIF1A	ITFG2
65613	HIF1A	ITGAX
65614	HIF1A	ITGB3
65615	HIF1A	JAM2
65616	HIF1A	JMJD6
65617	HIF1A	JUN
65618	HIF1A	JUNB
65619	HIF1A	AK3
65620	HIF1A	KANK1
65621	HIF1A	KCMF1
65622	HIF1A	KCNE4
65623	HIF1A	KCNG3
65624	HIF1A	KCNJ15
65625	HIF1A	KDELC2
65626	HIF1A	KDM3A
65627	HIF1A	KDM4B
65628	HIF1A	KDM4C
65629	HIF1A	KDM5B
65630	HIF1A	KDM5C
65631	HIF1A	KHNYN
65632	HIF1A	CCAR2
65633	HIF1A	KITLG
65634	HIF1A	KLHL31
65635	HIF1A	KNTC1
65636	HIF1A	KRCC1
65637	HIF1A	KRR1
65638	HIF1A	KRTAP4-2
65639	HIF1A	LCN10
65640	HIF1A	LCN6
65641	HIF1A	ALDH1A2
65642	HIF1A	LDHA
65643	HIF1A	LEKR1
65644	HIF1A	LEO1
65645	HIF1A	LGALS8
65646	HIF1A	LMLN
65647	HIF1A	LONP1
65648	HIF1A	LOX
65649	HIF1A	LPO
65650	HIF1A	LRP1
65651	HIF1A	LRRC23
65652	HIF1A	LUC7L3
65653	HIF1A	LZIC
65654	HIF1A	MAB21L1
65655	HIF1A	MAGOHB
65656	HIF1A	MAMDC4
65657	HIF1A	MAML1
65658	HIF1A	MAN2B2
65659	HIF1A	MAPK7
65660	HIF1A	MARCKS
65661	HIF1A	MDH1
65662	HIF1A	MDH1B
65663	HIF1A	MED11
65664	HIF1A	MED13L
65665	HIF1A	MED23
65666	HIF1A	MED26
65667	HIF1A	MED31
65668	HIF1A	MED9
65669	HIF1A	MET
65670	HIF1A	METTL1
65671	HIF1A	METTL21B
65672	HIF1A	METTL23
65673	HIF1A	MIF
65674	HIF1A	MLH3
65675	HIF1A	KMT2E
65676	HIF1A	MLLT10
65677	HIF1A	AMPD2
65678	HIF1A	MPI
65679	HIF1A	MPP2
65680	HIF1A	MRPL14
65681	HIF1A	MRPL23
65682	HIF1A	MRPL54
65683	HIF1A	MRPS18B
65684	HIF1A	MRS2
65685	HIF1A	MSMB
65686	HIF1A	MTFP1
65687	HIF1A	MTMR7
65688	HIF1A	AP5M1
65689	HIF1A	MXRA7
65690	HIF1A	MYL4
65691	HIF1A	MYO5B
65692	HIF1A	MZF1
65693	HIF1A	N4BP1
65694	HIF1A	N6AMT1
65695	HIF1A	NAA15
65696	HIF1A	NADSYN1
65697	HIF1A	NAGS
65698	HIF1A	NARF
65699	HIF1A	NAT10
65700	HIF1A	NAV1
65701	HIF1A	NBAS
65702	HIF1A	NBEA
65703	HIF1A	NCAPD2
65704	HIF1A	NCBP1
65705	HIF1A	NCOA4
65706	HIF1A	NCOA7
65707	HIF1A	NSMCE3
65708	HIF1A	NDUFC1
65709	HIF1A	NEGR1
65710	HIF1A	NEK1
65711	HIF1A	NEK11
65712	HIF1A	NEK6
65713	HIF1A	NSMF
65714	HIF1A	NEMF
65715	HIF1A	NFE2L1
65716	HIF1A	NFIX
65717	HIF1A	NFS1
65718	HIF1A	NIM1K
65719	HIF1A	NME1
65720	HIF1A	NMNAT1
65721	HIF1A	NOL3
65722	HIF1A	NOP58
65723	HIF1A	NPW
65724	HIF1A	NPY5R
65725	HIF1A	NQO2
65726	HIF1A	NR2F2
65727	HIF1A	NRN1
65728	HIF1A	NUDCD2
65729	HIF1A	NUP98
65730	HIF1A	NUP58
65731	HIF1A	OBSL1
65732	HIF1A	OGFOD2
65733	HIF1A	OPA3
65734	HIF1A	ORMDL1
65735	HIF1A	OXSR1
65736	HIF1A	P2RX3
65737	HIF1A	P2RY11
65738	HIF1A	AP3M1
65739	HIF1A	P4HA1
65740	HIF1A	P4HB
65741	HIF1A	PAIP2
65742	HIF1A	PARK2
65743	HIF1A	PARVB
65744	HIF1A	PCBP1
65745	HIF1A	PCF11
65746	HIF1A	PCMTD1
65747	HIF1A	PCSK6
65748	HIF1A	PDE12
65749	HIF1A	PDE4D
65750	HIF1A	PDLIM2
65751	HIF1A	PDXP
65752	HIF1A	PEMT
65753	HIF1A	PES1
65754	HIF1A	PEX11B
65755	HIF1A	PEX3
65756	HIF1A	PFKFB3
65757	HIF1A	PFKFB4
65758	HIF1A	PGAM1
65759	HIF1A	PGAP1
65760	HIF1A	PGK1
65761	HIF1A	PGS1
65762	HIF1A	PHPT1
65763	HIF1A	PIH1D1
65764	HIF1A	PJA2
65765	HIF1A	PKD2L1
65766	HIF1A	PKIA
65767	HIF1A	PKM
65768	HIF1A	BLOC1S6
65769	HIF1A	PLEKHA8
65770	HIF1A	PLIN2
65771	HIF1A	PLOD1
65772	HIF1A	PLOD2
65773	HIF1A	PLOD3
65774	HIF1A	PMS1
65775	HIF1A	PNISR
65776	HIF1A	PNKP
65777	HIF1A	PNPLA7
65778	HIF1A	PNPLA8
65779	HIF1A	PNRC1
65780	HIF1A	POLL
65781	HIF1A	POLR2H
65782	HIF1A	POLRMT
65783	HIF1A	POU2F1
65784	HIF1A	PPAN
65785	HIF1A	PPCS
65786	HIF1A	PPFIBP2
65787	HIF1A	PPID
65788	HIF1A	PPME1
65789	HIF1A	PPOX
65790	HIF1A	PPP1R10
65791	HIF1A	PPP1R3C
65792	HIF1A	PPP5C
65793	HIF1A	PRDM16
65794	HIF1A	PRELID2
65795	HIF1A	PRKCH
65796	HIF1A	PRKG1
65797	HIF1A	PRPSAP1
65798	HIF1A	PRR22
65799	HIF1A	PRSS53
65800	HIF1A	PSMA1
65801	HIF1A	PSMB6
65802	HIF1A	PSMD9
65803	HIF1A	PTPN22
65804	HIF1A	PTPRN2
65805	HIF1A	PYY
65806	HIF1A	QPCTL
65807	HIF1A	RAB17
65808	HIF1A	RAD23B
65809	HIF1A	RAP2B
65810	HIF1A	RAPGEF1
65811	HIF1A	RAPGEF6
65812	HIF1A	RASD1
65813	HIF1A	RASSF1
65814	HIF1A	RASSF4
65815	HIF1A	RAVER1
65816	HIF1A	RBM39
65817	HIF1A	RBM8A
65818	HIF1A	RDH11
65819	HIF1A	RDH12
65820	HIF1A	RECQL
65821	HIF1A	RELL1
65822	HIF1A	RIOK3
65823	HIF1A	RIT1
65824	HIF1A	RLF
65825	HIF1A	RMI1
65826	HIF1A	RNF145
65827	HIF1A	RNF181
65828	HIF1A	RNMT
65829	HIF1A	ARNTL
65830	HIF1A	ROMO1
65831	HIF1A	RPL3
65832	HIF1A	RPL36
65833	HIF1A	RPS6KB2
65834	HIF1A	RPS8
65835	HIF1A	CNOT9
65836	HIF1A	RRAGA
65837	HIF1A	RRM2
65838	HIF1A	RRP1
65839	HIF1A	RSBN1
