	TF	TG
209466	ZBTB7A	KCNK4
209467	ZNF350	KCNK4
209468	WT1	KCNK4
209469	ZNF219	KCNK4
209470	NR2F1	ESRRA
209471	MAX	ESRRA
209472	USF1	ESRRA
209473	HNF4A	ESRRA
209474	SP1	ESRRA
209475	POU2F1	ESRRA
209477	JUNB	ESRRA
209480	ARNT	ESRRA
209483	NR6A1	ESRRA
209484	ZNF513	ESRRA
209486	NR5A1	ESRRA
209491	AR	ESRRA
209495	TBX5	ESRRA
209497	GABPA	TRMT112
209498	ELK4	TRMT112
209499	GATA1	TRMT112
209501	POU2F1	TRMT112
209508	GCM1	TRMT112
209509	POU2AF1	TRMT112
209512	GABPA	PRDX5
209513	ELK4	PRDX5
209514	GATA1	PRDX5
209516	POU2F1	PRDX5
209523	GCM1	PRDX5
209524	POU2AF1	PRDX5
209527	NR2F1	CCDC88B
209528	ELK1	CCDC88B
209529	CRX	CCDC88B
209530	GATA4	CCDC88B
209531	HNF4A	CCDC88B
209532	SPI1	CCDC88B
209533	IRF8	CCDC88B
209537	RUNX1	CCDC88B
209540	BACH1	CCDC88B
209541	NFKB1	RPS6KA4
209542	TP53	RPS6KA4
209543	CUX1	RPS6KA4
209545	PAX5	RPS6KA4
209546	POU2F1	RPS6KA4
209548	JUNB	RPS6KA4
209551	POU2AF1	RPS6KA4
209556	TBX5	RPS6KA4
209557	GLI1	RPS6KA4
209558	PRDM1	RPS6KA4
209559	HIC1	RPS6KA4
209560	PBX1	SLC22A12
209561	RREB1	SLC22A12
209562	NFE2	SLC22A12
209564	NFE2L2	SLC22A12
209565	NFIL3	NRXN2
209566	HNF4A	NRXN2
209568	NR2F1	NRXN2
209572	TCF4	NRXN2
209573	POU2F1	NRXN2
209574	VSX2	NRXN2
209575	STAT5A	NRXN2
209576	STAT1	NRXN2
209577	ZNF219	NRXN2
209578	TFAP2A	RASGRP2
209579	ELK1	RASGRP2
209580	HLF	RASGRP2
209581	GABPA	RASGRP2
209583	SPI1	RASGRP2
209584	TEAD1	RASGRP2
209586	NR3C1	RASGRP2
209587	HNF4A	RASGRP2
209588	ZNF354C	RASGRP2
209589	TFAP4	RASGRP2
209590	MEF2A	RASGRP2
209593	YY1	RASGRP2
209594	GATA2	RASGRP2
209595	GATA3	RASGRP2
209596	PAX2	RASGRP2
209597	CREB1	RASGRP2
209599	GATA1	RASGRP2
209607	EGR1	RASGRP2
209608	TP53	RASGRP2
209610	PAX8	RASGRP2
209611	E2F1	RASGRP2
209613	VDR	RASGRP2
209614	ZIC2	RASGRP2
209615	KLF12	RASGRP2
209616	TLX2	RASGRP2
209617	PATZ1	RASGRP2
209618	STAT1	RASGRP2
209619	STAT3	RASGRP2
209620	STAT6	RASGRP2
209622	ATF4	RASGRP2
209624	GCM1	RASGRP2
209628	TEAD2	RASGRP2
209629	TCF12	RASGRP2
209631	GTF2I	RASGRP2
209635	AHR	RASGRP2
209636	SMAD1	RASGRP2
209637	TFDP1	RASGRP2
209638	NFIB	RASGRP2
209653	TBX5	RASGRP2
209656	ZBTB7A	RASGRP2
209657	WT1	RASGRP2
209658	ZNF219	RASGRP2
209766	JUNB	RASGRP2
209798	NR5A1	RASGRP2
209825	CREB1	PYGM
209826	MYC	PYGM
209827	MYOD1	PYGM
209828	VSX2	PYGM
209830	NR5A1	PYGM
209832	LEF1	PYGM
209834	NFYA	SF1
209835	ELK1	SF1
209838	TFAP2A	MAP4K2
209839	NR2F1	MAP4K2
209840	NFKB1	MAP4K2
209842	HNF4A	MAP4K2
209843	TCF3	MAP4K2
209847	ZBTB6	MAP4K2
209850	SP3	MAP4K2
209851	GTF2I	MAP4K2
209857	NFKB1	MEN1
209859	TCF3	MEN1
209861	SP1	MEN1
209888	NFYA	CDC42BPG
209889	SRF	CDC42BPG
209890	TEAD1	CDC42BPG
209891	TCF3	CDC42BPG
209892	SP1	CDC42BPG
209894	TP53	CDC42BPG
209896	YY1	CDC42BPG
209898	MYOD1	CDC42BPG
209901	USF1	CDC42BPG
209902	EGR1	CDC42BPG
209905	ZIC2	CDC42BPG
209906	KLF12	CDC42BPG
209907	GCM1	CDC42BPG
209908	MAZ	CDC42BPG
209909	SP3	CDC42BPG
209911	USF2	CDC42BPG
209912	RUNX2	CDC42BPG
209913	SMAD4	CDC42BPG
209915	TFAP4	CDC42BPG
209918	VDR	CDC42BPG
209920	SMAD1	CDC42BPG
209921	PAX6	CDC42BPG
209925	TBX5	CDC42BPG
209926	HNF4A	CDC42BPG
209928	WT1	CDC42BPG
209929	ZNF219	CDC42BPG
209930	NFIL3	EHD1
209931	FOXC1	EHD1
209932	SP1	EHD1
209933	YY1	EHD1
209934	REL	EHD1
209935	RELA	EHD1
209936	HINFP	EHD1
209938	TFAP4	EHD1
209944	ZBTB6	EHD1
209945	PAX2	EHD1
209947	HSF2	EHD1
209948	JUNB	EHD1
209955	USF1	EHD1
209957	NFE2L1	EHD1
209958	MYC	EHD1
209959	PAX8	EHD1
209961	MEF2A	EHD1
209962	MEIS1	EHD1
209963	GATA6	EHD1
209964	KLF12	EHD1
209965	STAT1	EHD1
209967	STAT3	EHD1
209968	STAT6	EHD1
209969	ESRRA	EHD1
209970	DBP	EHD1
209972	HOXA4	EHD1
209973	ETV4	EHD1
209974	SPI1	EHD1
209975	TCF7L2	EHD1
209976	TCF12	EHD1
209977	TEAD1	EHD1
209979	NR5A1	EHD1
209980	RUNX2	EHD1
209983	RUNX1	EHD1
209989	NFE2L2	EHD1
209990	NR3C1	EHD1
209998	BACH1	EHD1
210000	PDX1	EHD1
210001	PBX1	EHD1
210003	HNF4A	EHD1
210006	HIC1	EHD1
210008	SOX10	EHD1
210009	GATA2	ATG2A
210010	NHLH1	ATG2A
210011	YY1	ATG2A
210012	E2F1	ATG2A
210015	CREB1	ATG2A
210016	GATA1	ATG2A
210017	TFAP4	ATG2A
210019	JUNB	ATG2A
210020	FOXO3	ATG2A
210021	PATZ1	ATG2A
210022	ATF4	ATG2A
210025	CRX	ATG2A
210026	TCF12	ATG2A
210032	HNF4A	ATG2A
210034	NHLH1	PPP2R5B
210035	E2F1	PPP2R5B
210036	CREB1	PPP2R5B
210037	TFAP4	PPP2R5B
210038	JUNB	PPP2R5B
210039	FOXO3	PPP2R5B
210040	PATZ1	PPP2R5B
210044	CRX	PPP2R5B
210045	TCF7L2	PPP2R5B
210046	TCF12	PPP2R5B
210051	HNF4A	PPP2R5B
210052	ALX4	GPHA2
210053	CUX1	BATF2
210054	STAT5B	BATF2
210055	NR3C1	BATF2
210056	CREB1	ARL2
210057	NHLH1	ARL2
210058	CUX1	ARL2
210063	AHR	ARL2
210064	PAX1	ARL2
210065	ATF4	ARL2
210066	NFIL3	SNX15
210067	PAX1	SNX15
210068	TP53	SAC3D1
210070	REST	SAC3D1
210071	STAT5A	NAALADL1
210072	NR5A1	NAALADL1
210073	CREB1	CDCA5
210074	HLF	CDCA5
210075	PPARG	CDCA5
210076	SRF	CDCA5
210077	E4F1	CDCA5
210078	CREB1	ZFPL1
210079	HLF	ZFPL1
210080	PPARG	ZFPL1
210081	SRF	ZFPL1
210082	E4F1	ZFPL1
210083	TCF3	IFT46
210084	STAT1	IFT46
210085	ELK1	TM7SF2
210086	MEF2A	TM7SF2
210087	NFYA	TM7SF2
210088	PPARG	TM7SF2
210089	ELK4	TM7SF2
210090	TCF3	TM7SF2
210092	GATA1	TM7SF2
210093	PAX5	TM7SF2
210094	HSF2	TM7SF2
210095	CREB1	TM7SF2
210100	EGR3	TM7SF2
210101	EGR2	TM7SF2
210103	FOXN1	TM7SF2
210104	TGIF1	TM7SF2
210105	ATF4	TM7SF2
210107	RUNX2	TM7SF2
210108	STAT1	TM7SF2
210110	TBX5	TM7SF2
210111	HOXA7	TM7SF2
210112	TFAP2A	ZNHIT2
210113	ELK1	ZNHIT2
210114	FOXC1	ZNHIT2
210115	GATA2	ZNHIT2
210116	MEF2A	ZNHIT2
210117	NFYA	ZNHIT2
210118	PPARG	ZNHIT2
210119	ELK4	ZNHIT2
210120	SP1	ZNHIT2
210121	TBP	ZNHIT2
210122	TCF3	ZNHIT2
210124	YY1	ZNHIT2
210126	CUX1	ZNHIT2
210127	GATA1	ZNHIT2
210128	PAX5	ZNHIT2
210129	HSF2	ZNHIT2
210130	CREB1	ZNHIT2
210136	EGR3	ZNHIT2
210137	EGR2	ZNHIT2
210139	FOXN1	ZNHIT2
210140	TGIF1	ZNHIT2
210141	GATA6	ZNHIT2
210142	FOXO4	ZNHIT2
210143	FOXO3	ZNHIT2
210144	TLX2	ZNHIT2
210145	STAT3	ZNHIT2
210146	ATF4	ZNHIT2
210147	GATA4	ZNHIT2
210149	E4F1	ZNHIT2
210150	RUNX2	ZNHIT2
210151	RUNX1	ZNHIT2
210152	STAT1	ZNHIT2
210153	USF1	ZNHIT2
210154	JUNB	ZNHIT2
210156	RFX1	ZNHIT2
210158	TBX5	ZNHIT2
210159	HNF4A	ZNHIT2
210161	HOXA7	ZNHIT2
210162	ELK1	FAU
210163	ELK4	FAU
210164	GATA1	FAU
210165	PAX5	FAU
210166	HSF2	FAU
210168	EGR3	FAU
210169	EGR2	FAU
210170	FOXN1	FAU
210171	TGIF1	FAU
210172	FOXO4	FAU
210173	FOXO3	FAU
210174	ATF4	FAU
210175	GATA4	FAU
210178	TBX5	FAU
210179	HOXA7	FAU
210180	NR5A1	FAU
210181	ELK1	MRPL49
210182	ELK4	MRPL49
210183	GATA1	MRPL49
210184	PAX5	MRPL49
210185	HSF2	MRPL49
210187	EGR3	MRPL49
210188	EGR2	MRPL49
210189	FOXN1	MRPL49
210190	TGIF1	MRPL49
210191	FOXO4	MRPL49
210192	FOXO3	MRPL49
210193	ATF4	MRPL49
210194	GATA4	MRPL49
210197	TBX5	MRPL49
210198	HOXA7	MRPL49
210199	NR5A1	MRPL49
210200	ELK1	SYVN1
210201	TCF3	SYVN1
210202	PAX6	SYVN1
210203	HSF2	SYVN1
210205	FOXO4	SYVN1
210206	FOXO3	SYVN1
210207	RUNX2	SYVN1
210209	RUNX1	SYVN1
210211	FOXP3	SYVN1
210212	NHLH1	CAPN1
210213	MEF2A	CAPN1
210215	STAT5A	SLC22A20
210216	NHLH1	POLA2
210219	PAX5	POLA2
210220	RFX1	POLA2
210222	AHR	POLA2
210223	NFKB1	CDC42EP2
210224	SP3	CDC42EP2
210226	HIC1	CDC42EP2
210227	ZNF219	CDC42EP2
210228	TP53	DPF2
210230	YY1	DPF2
210231	PITX2	DPF2
210232	ALX4	DPF2
210233	FOXF2	SLC25A45
210235	CUX1	SLC25A45
210236	CREB1	SLC25A45
210237	GATA1	SLC25A45
210238	JUNB	SLC25A45
210241	TP53	SLC25A45
210244	FOXO1	SLC25A45
210245	FOXO4	SLC25A45
210246	FOXO3	SLC25A45
210248	GCM1	SLC25A45
210253	SMAD1	SLC25A45
210254	RFX1	SLC25A45
210255	GLI1	SLC25A45
210256	FOXF2	FRMD8
210257	ESR1	FRMD8
210258	CUX1	FRMD8
210259	CREB1	FRMD8
210260	GATA1	FRMD8
210261	JUNB	FRMD8
210267	XBP1	FRMD8
210268	TP53	FRMD8
210269	NFE2L1	FRMD8
210272	FOXO1	FRMD8
210273	FOXO4	FRMD8
210274	FOXO3	FRMD8
210276	GCM1	FRMD8
210277	SMAD3	FRMD8
210278	NFIB	FRMD8
210285	SMAD1	FRMD8
210286	RFX1	FRMD8
210287	HES1	FRMD8
210288	TBX5	FRMD8
210289	HNF4A	FRMD8
210290	GLI1	FRMD8
210291	TCF3	SCYL1
210293	TCF4	SCYL1
210294	USF1	SCYL1
210295	ARNT	SCYL1
210299	PAX6	SCYL1
210300	AIRE	SCYL1
210301	ZNF350	SCYL1
210302	STAT1	LTBP3
210303	TCF3	LTBP3
210304	TCF4	LTBP3
210305	PAX5	LTBP3
210306	JUNB	LTBP3
210309	AHR	LTBP3
210310	VDR	LTBP3
210311	BACH1	LTBP3
210320	PDX1	LTBP3
210321	ELK1	SSSCA1
210322	FOXC1	SSSCA1
210324	GATA3	SSSCA1
210325	FOXI1	SSSCA1
210326	GABPA	SSSCA1
210327	SP1	SSSCA1
210328	SPI1	SSSCA1
210329	SPIB	SSSCA1
210330	YY1	SSSCA1
210332	REL	SSSCA1
210333	CEBPA	SSSCA1
210334	ESR1	SSSCA1
210335	NR3C1	SSSCA1
210336	HNF4A	SSSCA1
210337	ZNF354C	SSSCA1
210338	HINFP	SSSCA1
210340	TCF3	SSSCA1
210344	NFE2	SSSCA1
210345	CREB1	SSSCA1
210350	ZBTB6	SSSCA1
210351	PAX2	SSSCA1
210354	GATA1	SSSCA1
210357	POU3F1	SSSCA1
210358	PAX5	SSSCA1
210360	HSF2	SSSCA1
210361	JUNB	SSSCA1
210364	TFAP4	SSSCA1
210366	MYOD1	SSSCA1
210371	NFE2L1	SSSCA1
210374	NFATC2	SSSCA1
210375	PAX8	SSSCA1
210376	FOXN1	SSSCA1
210378	E2F1	SSSCA1
210380	VDR	SSSCA1
210381	ZIC2	SSSCA1
210382	GATA6	SSSCA1
210384	KLF12	SSSCA1
210385	TLX2	SSSCA1
210387	STAT1	SSSCA1
210388	STAT6	SSSCA1
210390	STAT3	SSSCA1
210391	STAT4	SSSCA1
210392	STAT5A	SSSCA1
210394	ATF4	SSSCA1
210395	GCM1	SSSCA1
210396	MAZ	SSSCA1
210397	ETV4	SSSCA1
210399	TCF7L2	SSSCA1
210400	ATF1	SSSCA1
210402	E4F1	SSSCA1
210403	TEAD2	SSSCA1
210404	TCF12	SSSCA1
210405	TEAD1	SSSCA1
210406	GTF2I	SSSCA1
210409	USF2	SSSCA1
210410	RUNX2	SSSCA1
210411	RUNX1	SSSCA1
210415	SMAD1	SSSCA1
210418	TFDP1	SSSCA1
210419	LEF1	SSSCA1
210420	EGR1	SSSCA1
210421	NFE2L2	SSSCA1
210431	AR	SSSCA1
210435	RFX1	SSSCA1
210436	BACH1	SSSCA1
210438	HES1	SSSCA1
210439	FOXM1	SSSCA1
210440	PDX1	SSSCA1
210441	PBX1	SSSCA1
210442	TBX5	SSSCA1
210449	ZBTB7A	SSSCA1
210450	ZNF350	SSSCA1
210451	WT1	SSSCA1
210452	ZNF219	SSSCA1
210453	SOX10	SSSCA1
210454	TFAP2A	FAM89B
210455	ELK1	FAM89B
210456	FOXC1	FAM89B
210458	GATA3	FAM89B
210459	FOXI1	FAM89B
210460	GABPA	FAM89B
210461	SP1	FAM89B
210462	SPI1	FAM89B
210463	SPIB	FAM89B
210464	YY1	FAM89B
210465	ETS1	FAM89B
210466	REL	FAM89B
210467	CEBPA	FAM89B
210468	ESR1	FAM89B
210469	NR3C1	FAM89B
210470	HNF4A	FAM89B
210471	ZNF354C	FAM89B
210472	HINFP	FAM89B
210478	NFE2	FAM89B
210479	CREB1	FAM89B
210484	ZBTB6	FAM89B
210485	PAX2	FAM89B
210488	GATA1	FAM89B
210491	POU3F1	FAM89B
210492	PAX5	FAM89B
210494	HSF2	FAM89B
210495	JUNB	FAM89B
210498	TFAP4	FAM89B
210500	MYOD1	FAM89B
210505	NFE2L1	FAM89B
210508	NFATC2	FAM89B
210509	PAX8	FAM89B
210510	FOXN1	FAM89B
210512	E2F1	FAM89B
210514	VDR	FAM89B
210515	ZIC2	FAM89B
210516	GATA6	FAM89B
210518	KLF12	FAM89B
210519	TLX2	FAM89B
210521	STAT1	FAM89B
210523	STAT3	FAM89B
210524	STAT4	FAM89B
210525	STAT5A	FAM89B
210526	STAT6	FAM89B
210527	ATF4	FAM89B
210529	GCM1	FAM89B
210530	HOXA4	FAM89B
210531	MAZ	FAM89B
210532	ETV4	FAM89B
210534	TCF7L2	FAM89B
210535	ATF1	FAM89B
210537	E4F1	FAM89B
210538	TEAD2	FAM89B
210539	TCF12	FAM89B
210540	TEAD1	FAM89B
210541	GTF2I	FAM89B
210544	USF2	FAM89B
210545	RUNX2	FAM89B
210546	RUNX1	FAM89B
210550	SMAD1	FAM89B
210553	TFDP1	FAM89B
210556	EGR1	FAM89B
210557	NFE2L2	FAM89B
210567	AR	FAM89B
210571	RFX1	FAM89B
210572	BACH1	FAM89B
210574	HES1	FAM89B
210575	FOXM1	FAM89B
210576	PDX1	FAM89B
210577	PBX1	FAM89B
210578	TBX5	FAM89B
210585	ZBTB7A	FAM89B
210586	ZNF350	FAM89B
210587	WT1	FAM89B
210588	ZNF219	FAM89B
210589	SOX10	FAM89B
210590	TFAP2A	EHBP1L1
210591	ELK1	EHBP1L1
210592	FOXC1	EHBP1L1
210594	GATA3	EHBP1L1
210595	FOXI1	EHBP1L1
210596	GABPA	EHBP1L1
210597	SP1	EHBP1L1
210598	SPI1	EHBP1L1
210599	SPIB	EHBP1L1
210600	YY1	EHBP1L1
210602	REL	EHBP1L1
210603	ESR1	EHBP1L1
210604	NR3C1	EHBP1L1
210605	HNF4A	EHBP1L1
210606	ZNF354C	EHBP1L1
210607	HINFP	EHBP1L1
210609	TCF3	EHBP1L1
210613	NFE2	EHBP1L1
210614	CREB1	EHBP1L1
210619	ZBTB6	EHBP1L1
210620	PAX2	EHBP1L1
210626	FOXD3	EHBP1L1
210627	POU3F1	EHBP1L1
210628	PAX5	EHBP1L1
210630	HSF2	EHBP1L1
210631	JUNB	EHBP1L1
210634	TFAP4	EHBP1L1
210636	MYOD1	EHBP1L1
210641	NFE2L1	EHBP1L1
210644	NFATC2	EHBP1L1
210645	PAX8	EHBP1L1
210646	FOXN1	EHBP1L1
210649	E2F1	EHBP1L1
210651	VDR	EHBP1L1
210652	ZIC2	EHBP1L1
210653	GATA6	EHBP1L1
210655	KLF12	EHBP1L1
210656	TLX2	EHBP1L1
210658	STAT1	EHBP1L1
210660	STAT3	EHBP1L1
210661	STAT4	EHBP1L1
210662	STAT5A	EHBP1L1
210663	STAT6	EHBP1L1
210664	ATF4	EHBP1L1
210665	RFX1	EHBP1L1
210666	GCM1	EHBP1L1
210667	MAZ	EHBP1L1
210668	ETV4	EHBP1L1
210670	TCF7L2	EHBP1L1
210671	ATF1	EHBP1L1
210673	E4F1	EHBP1L1
210674	TEAD2	EHBP1L1
210675	TCF12	EHBP1L1
210676	TEAD1	EHBP1L1
210677	GTF2I	EHBP1L1
210680	USF2	EHBP1L1
210681	NR5A1	EHBP1L1
210682	RUNX2	EHBP1L1
210683	RUNX1	EHBP1L1
210687	SMAD1	EHBP1L1
210690	TFDP1	EHBP1L1
210692	LEF1	EHBP1L1
210693	EGR1	EHBP1L1
210694	NFE2L2	EHBP1L1
210705	AR	EHBP1L1
210710	BACH1	EHBP1L1
210712	HES1	EHBP1L1
210713	PDX1	EHBP1L1
210714	PBX1	EHBP1L1
210715	TBX5	EHBP1L1
210721	ZBTB7A	EHBP1L1
210722	ZNF350	EHBP1L1
210723	WT1	EHBP1L1
210724	ZNF219	EHBP1L1
210726	NR6A1	KCNK7
210728	NHLH1	MAP3K11
210730	NFKB1	MAP3K11
210731	SOX9	MAP3K11
210732	YY1	MAP3K11
210734	ZNF354C	MAP3K11
210737	TFAP4	MAP3K11
210739	AHR	MAP3K11
210740	STAT5A	MAP3K11
210741	ESRRA	MAP3K11
210742	HNF4A	MAP3K11
210743	SP3	MAP3K11
210744	TCF12	MAP3K11
210745	NR5A1	MAP3K11
210748	STAT1	MAP3K11
210749	USF1	MAP3K11
210752	PAX6	MAP3K11
210756	MYC	MAP3K11
210757	PRDM1	MAP3K11
210759	TFAP2A	PCNX3
210760	ELK1	PCNX3
210761	FOXC1	PCNX3
210762	NHLH1	PCNX3
210763	IRF1	PCNX3
210764	NFKB1	PCNX3
210765	SOX9	PCNX3
210766	SP1	PCNX3
210767	YY1	PCNX3
210769	REL	PCNX3
210771	ESR1	PCNX3
210772	ZNF354C	PCNX3
210777	TFAP4	PCNX3
210780	AHR	PCNX3
210781	TP53	PCNX3
210782	PAX8	PCNX3
210784	MEIS1	PCNX3
210785	ZIC2	PCNX3
210786	STAT5A	PCNX3
210787	KLF12	PCNX3
210788	TLX2	PCNX3
210789	ESRRA	PCNX3
210790	HNF4A	PCNX3
210791	SP3	PCNX3
210792	TCF12	PCNX3
210794	USF2	PCNX3
210795	NR5A1	PCNX3
210798	USF1	PCNX3
210799	NFIB	PCNX3
210801	AR	PCNX3
210804	RFX1	PCNX3
210805	PAX6	PCNX3
210809	MYC	PCNX3
210810	PRDM1	PCNX3
210811	ZBTB7A	PCNX3
210815	TEAD1	SIPA1
210816	ESR1	SIPA1
210817	ZNF354C	SIPA1
210819	TCF3	SIPA1
210820	TFAP4	SIPA1
210822	YY1	SIPA1
210825	TCF4	SIPA1
210827	PAX5	SIPA1
210833	USF1	SIPA1
210834	TP53	SIPA1
210836	NFE2L1	SIPA1
210837	PAX3	SIPA1
210838	MEIS1	SIPA1
210839	AR	SIPA1
210840	KLF12	SIPA1
210842	TLX2	SIPA1
210843	ESRRA	SIPA1
210844	ATF4	SIPA1
210845	NR6A1	SIPA1
210847	GCM1	SIPA1
210849	SP3	SIPA1
210850	TCF7L2	SIPA1
210852	NR5A1	SIPA1
210854	NFIB	SIPA1
210855	EGR1	SIPA1
210856	NR3C1	SIPA1
210864	SMAD1	SIPA1
210865	PAX6	SIPA1
210866	TBX5	SIPA1
210867	HNF4A	SIPA1
210869	MYC	SIPA1
210919	ELK1	RELA
210920	NFE2	RELA
210921	CREB1	RELA
210923	JUNB	RELA
210925	NFKB1	RELA
210926	AHR	RELA
210927	STAT5A	RELA
210929	NFE2L2	RELA
210932	BACH1	RELA
210933	HOXA7	RELA
210934	MAX	KAT5
210935	USF1	KAT5
210936	REST	KAT5
210937	YY1	KAT5
210941	TCF3	KAT5
210943	CRX	KAT5
210945	MAX	RNASEH2C
210946	USF1	RNASEH2C
210947	REST	RNASEH2C
210948	YY1	RNASEH2C
210952	TCF3	RNASEH2C
210953	MYC	RNASEH2C
210954	CRX	RNASEH2C
210956	TFAP2A	OVOL1
210957	ELK1	OVOL1
210964	PAX5	OVOL1
210965	TFAP4	OVOL1
210967	AHR	OVOL1
210969	E2F1	OVOL1
210972	ZIC2	OVOL1
210973	KLF12	OVOL1
210974	CRX	OVOL1
210975	HNF4A	OVOL1
210976	SP3	OVOL1
210978	TEAD2	OVOL1
210979	TCF12	OVOL1
210980	SMAD3	OVOL1
210981	PAX8	OVOL1
210982	USF2	OVOL1
210983	RUNX2	OVOL1
210984	SMAD4	OVOL1
210985	RUNX1	OVOL1
210986	TFDP1	OVOL1
210987	EGR1	OVOL1
210988	NFE2L2	OVOL1
210992	JUNB	OVOL1
211000	BACH1	OVOL1
211002	HES1	OVOL1
211003	PDX1	OVOL1
211004	GLI1	OVOL1
211005	HIC1	OVOL1
211006	ZBTB7A	OVOL1
211007	WT1	OVOL1
211008	ZNF219	OVOL1
211009	NR2F1	SNX32
211010	E2F1	SNX32
211013	SMAD3	SNX32
211015	CDX1	SNX32
211016	ELK1	CFL1
211017	FOXC1	CFL1
211018	GATA2	CFL1
211020	GABPA	CFL1
211022	SPI1	CFL1
211023	SPIB	CFL1
211024	SRF	CFL1
211026	TP53	CFL1
211027	ZNF354C	CFL1
211034	YY1	CFL1
211036	GATA3	CFL1
211037	PAX2	CFL1
211038	USF1	CFL1
211040	GATA1	CFL1
211044	JUNB	CFL1
211048	ARNT	CFL1
211051	NFE2L1	CFL1
211052	PAX3	CFL1
211053	PAX8	CFL1
211054	E2F1	CFL1
211056	VDR	CFL1
211057	ZIC2	CFL1
211058	KLF12	CFL1
211059	TLX2	CFL1
211061	STAT1	CFL1
211062	STAT5A	CFL1
211063	STAT6	CFL1
211065	STAT3	CFL1
211066	STAT4	CFL1
211070	GCM1	CFL1
211071	HOXA4	CFL1
211074	ETV4	CFL1
211076	SP3	CFL1
211077	TCF7L2	CFL1
211078	E4F1	CFL1
211079	TEAD2	CFL1
211080	TEAD1	CFL1
211081	GTF2I	CFL1
211085	NR5A1	CFL1
211086	RUNX2	CFL1
211088	SMAD1	CFL1
211090	TFDP1	CFL1
211091	LEF1	CFL1
211092	NFIB	CFL1
211094	NR3C1	CFL1
211099	TFAP4	CFL1
211108	RFX1	CFL1
211112	PBX1	CFL1
211114	HNF4A	CFL1
211117	HIC1	CFL1
211119	ZBTB7A	CFL1
211120	WT1	CFL1
211121	SOX10	CFL1
211122	TFAP2A	MUS81
211123	ELK1	MUS81
211124	FOXC1	MUS81
211125	GATA2	MUS81
211126	MAX	MUS81
211127	GABPA	MUS81
211129	SPI1	MUS81
211130	SPIB	MUS81
211131	SRF	MUS81
211132	ETS1	MUS81
211133	TP53	MUS81
211134	ZNF354C	MUS81
211141	YY1	MUS81
211143	GATA3	MUS81
211144	PAX2	MUS81
211145	USF1	MUS81
211147	GATA1	MUS81
211148	JUNB	MUS81
211157	ARNT	MUS81
211160	NFE2L1	MUS81
211161	PAX3	MUS81
211162	PAX8	MUS81
211163	E2F1	MUS81
211165	VDR	MUS81
211166	ZIC2	MUS81
211167	KLF12	MUS81
211168	TLX2	MUS81
211170	STAT1	MUS81
211171	STAT5A	MUS81
211172	STAT6	MUS81
211174	STAT3	MUS81
211175	STAT4	MUS81
211178	MYC	MUS81
211179	DBP	MUS81
211180	GCM1	MUS81
211181	HOXA4	MUS81
211182	MAZ	MUS81
211183	NRF1	MUS81
211184	ETV4	MUS81
211186	SP3	MUS81
211187	TCF7L2	MUS81
211188	E4F1	MUS81
211189	TEAD2	MUS81
211190	TEAD1	MUS81
211191	GTF2I	MUS81
211194	USF2	MUS81
211195	NR5A1	MUS81
211196	RUNX2	MUS81
211198	SMAD1	MUS81
211200	TFDP1	MUS81
211202	LEF1	MUS81
211203	NFIB	MUS81
211205	NR3C1	MUS81
211210	TFAP4	MUS81
211219	RFX1	MUS81
211220	AHR	MUS81
211223	PBX1	MUS81
211224	TBX5	MUS81
211227	HNF4A	MUS81
211230	HIC1	MUS81
211232	ZBTB7A	MUS81
211233	WT1	MUS81
211234	SOX10	MUS81
211235	NFKB1	EFEMP2
211237	TCF3	EFEMP2
211238	XBP1	EFEMP2
211241	ZBTB7A	EFEMP2
211242	GABPA	CTSW
211243	SOX9	CTSW
211244	NFKB1	CTSW
211245	ZNF354C	CTSW
211246	TCF3	CTSW
211251	STAT3	CTSW
211252	XBP1	CTSW
211255	STAT1	CTSW
211256	MAZ	CTSW
211259	GTF2I	CTSW
211263	SP1	CTSW
211264	PBX1	CTSW
211265	TBX5	CTSW
211266	MYC	CTSW
211267	ZBTB7A	CTSW
211268	GABPA	FIBP
211269	SOX9	FIBP
211271	ZBTB6	FIBP
211272	NFKB1	FIBP
211273	STAT3	FIBP
211274	XBP1	FIBP
211276	STAT1	FIBP
211277	ETV4	FIBP
211281	SP1	FIBP
211282	PBX1	FIBP
211283	GABPA	CCDC85B
211285	SPI1	CCDC85B
211287	TP53	CCDC85B
211292	GATA2	CCDC85B
211294	JUNB	CCDC85B
211296	NFKB1	CCDC85B
211297	STAT3	CCDC85B
211300	TLX2	CCDC85B
211301	STAT1	CCDC85B
211304	MAZ	CCDC85B
211305	ETV4	CCDC85B
211309	PAX2	CCDC85B
211312	NR3C1	CCDC85B
211314	PBX1	CCDC85B
211315	HIC1	CCDC85B
211317	SRF	FOSL1
211318	TP53	FOSL1
211320	JUNB	FOSL1
211322	NFKB1	FOSL1
211324	HLF	FOSL1
211326	NR3C1	FOSL1
211328	HIC1	FOSL1
211330	FOXF2	C11orf68
211331	IRF1	C11orf68
211332	IRF2	C11orf68
211333	STAT1	C11orf68
211335	MYC	C11orf68
211337	JUNB	C11orf68
211340	NFKB1	C11orf68
211341	STAT2	C11orf68
211342	E2F1	C11orf68
211343	IRF8	C11orf68
211344	NR5A1	C11orf68
211347	NFE2L2	C11orf68
211348	TFDP1	C11orf68
211353	BACH1	C11orf68
211356	FOXF2	DRAP1
211357	IRF1	DRAP1
